"row_type","row_id","paper_year","question_number_or_topic_id","text_preview","flags","sample_reason","decision","notes","assign_topic_id","difficulty","stimulus_preview"
"question","99e371db-149a-4cdf-81f3-d853748e0d60","2025","17","The headquarters of the Geological Survey of India (GSI) under Ministry of Mines is located at which of the following places?","no_primary_tag","flagged","","","","",""
"question","261b501a-3b31-42cd-8642-7e5658dbec87","2025","18","Which of the following Indian banks have partnered with the Partnership for Carbon Accounting Financials (PCAF) to measure and disclose fina","no_primary_tag","flagged","","","","",""
"question","bf87a311-73c2-40f8-9b01-70dc6c4249ea","2025","19","Which portfolios have been held by Piyush Goyal in Union Government? 1. Ministry of Railways 2. Ministry of Coal 3. Ministry of Commerce & I","no_primary_tag","flagged","","","","",""
"question","7495cfb4-9663-49a4-99a7-2d0b9e555b7a","2025","20","Which campaign was launched in September 2025 by the Ministry of Women and Child Development in collaboration with the Ministry of Health & ","no_primary_tag","flagged","","","","",""
"question","91c8e0da-0f3d-42c8-890b-6b68fe32250b","2025","21","What is the minimum credit rating required for a deposit-taking NBFC (NBFC-D) to accept or renew public deposits under the regulations of th","no_primary_tag","flagged","","","","",""
"question","3f519bc3-a2a0-4f94-b6dc-211e29911ee5","2025","22","Which of the following programmes fall under the umbrella of Skill Development schemes in India?","no_primary_tag","flagged","","","","",""
"question","8f9e55f9-5f75-4838-bb62-891a601437ec","2025","23","Since 2004, for which category of banks has the Reserve Bank of India discontinued issuing new licences?","no_primary_tag","flagged","","","","",""
"question","308cffed-e8b3-4dd3-8b93-4a8642a6d792","2025","24","What is the minimum margin requirement for loans extended under the Differential Rate of Interest (DRI) Scheme?","no_primary_tag","flagged","","","","",""
"question","c391d9ef-8630-4643-84a1-83f3db790666","2025","25","What is the minimum net worth requirement for a Microfinance Institution (MFI) registered as a Non-Banking Financial Company (NBFC-MFI) unde","no_primary_tag","flagged","","","","",""
"question","3d598a6c-7449-42fa-863b-2bad65abae03","2025","26","Who is the present Chairperson of the Indian Space Research Organisation (ISRO), and where is its headquarters located?","no_primary_tag","flagged","","","","",""
"question","363e032b-722a-4211-b81a-91a1729e1a25","2025","27","Which of the following entities are authorized to enforce security interests under the SARFAESI Act, 2002?","no_primary_tag","flagged","","","","",""
"question","5522f400-2925-48cf-bbcc-588e713fac1b","2025","28","Which organisation approved $200 million for the India Green Finance Facility (IGFF) — a new clean energy programme led by the Asian Develop","non_ascii_suspect;no_primary_tag","flagged","","","","",""
"question","308ef4be-d09b-42c0-970e-0cf7baea5fcd","2025","29","What is the minimum net worth requirement at the time of registration for an entity aspiring to become a Payment Aggregator under the recent","no_primary_tag","flagged","","","","",""
"question","7b50ed9a-79a9-4723-b307-188c86c6ef1b","2025","30","Recently, NPCI enhanced the per-transaction UPI limit for specified high‑value payments like hospitals and educational institutions to which","non_ascii_suspect;no_primary_tag","flagged","","","","",""
"question","da740899-0bcf-41c2-9c3c-a4cdf027d473","2025","31","Which of the following are Kharif forage crops? 1. Oats 2. Sorghum (Jowar) 3. Berseem 4. Cowpea","no_primary_tag","flagged","","","","",""
"question","ac021134-3d01-4a54-95b6-5bcf930f62e3","2025","32","Which planet in our Solar System has the largest volcano?","no_primary_tag","flagged","","","","",""
"question","22de39f7-55a9-4303-a94a-b70b5b2456b5","2025","33","When is the International Day for the Elimination of Violence against Women observed every year?","no_primary_tag","flagged","","","","",""
"question","5896bb1b-4f1b-4b85-93cb-f8b7e0753f25","2025","34","After the recent update (June 2025), how many services are covered under the expanded Citizen’s Charter of the Reserve Bank of India?","non_ascii_suspect;no_primary_tag","flagged","","","","",""
"question","6e5c838c-4818-43cc-b3d2-356c7a87bde9","2025","35","What is the daily gross transaction volume in India’s capital market based on recent data (2025)?","non_ascii_suspect;no_primary_tag","flagged","","","","",""
"question","9606ad52-7f77-4113-a731-4a0cc675f0c3","2025","36","The traditional craft “Thewa Art”, which has received a Geographical Indication (GI) tag, is associated with which Indian state?","non_ascii_suspect;no_primary_tag","flagged","","","","",""
"question","2a3e0fa5-a303-437d-8dbc-3495a3d1b808","2025","37","What was the theme of World Population Day 2025, observed on 11 July?","no_primary_tag","flagged","","","","",""
"question","430386e5-b4a7-448d-bc03-958e27df17c1","2025","38","Why was Vallabhbhai Patel given the title “Sardar” after the Bardoli Satyagraha of 1928?","non_ascii_suspect;no_primary_tag","flagged","","","","",""
"question","5ed0efe5-278c-49ee-896a-27af0c7de69c","2025","39","Who won the 2025 FIDE Women’s Grand Swiss chess tournament?","non_ascii_suspect;no_primary_tag","flagged","","","","",""
"question","068ac1e8-bab9-4a16-aa19-3f255dde38ab","2025","40","Recently (September 2025), Which country's Rating and Investment, Information Inc.(R&I), upgraded India's sovereign rating to BBB+ with stab","no_primary_tag","flagged","","","","",""
"question","e208a9fa-790f-48b7-8039-3db1372c6662","2025","41","As per the Reserve Bank of India (Interest Rate on Deposits) Directions, 2025, banks may decide differential interest rates on savings bank ","suspicious_repeat_char;no_primary_tag","flagged","","","","",""
"question","35b8579a-a850-4859-8cd4-5e0c9bbc3429","2025","42","Capital Adequacy and Provisioning Guidelines as per Basel III norms are applicable to which of the following regulated entities? 1. Local Ar","no_primary_tag","flagged","","","","",""
"question","28dca866-0234-4caf-803c-9ae5fb8348c4","2025","43","Which of the following parameters is excluded from the Quality Dimension of the Reserve Bank of India’s Financial Inclusion Index (FI-Index)","non_ascii_suspect;no_primary_tag","flagged","","","","",""
"question","b690d07e-4fcf-49ed-babf-1de0fa149b7e","2025","44","Who was the first Indian to win the Pulitzer Prize?","no_primary_tag","flagged","","","","",""
"question","78e01d61-48df-48b0-aed6-bdeb5830e5d3","2025","45","Which of the following statements correctly describes key eligibility and capital requirements for Small Finance Banks (SFBs) as per RBI gui","no_primary_tag","flagged","","","","",""
"question","21fc1dee-890e-453b-be65-1c58efbc56ed","2025","46","As of 2025, how many Central Public Sector Enterprises (CPSEs) hold the status of Maharatna in India?","no_primary_tag","flagged","","","","",""
"question","459e3f57-9caa-400f-bb22-9bebcb79999d","2025","47","With reference to the geographical size (total area) of countries, which of the following country–rank pairs is incorrectly matched?","non_ascii_suspect;no_primary_tag","flagged","","","","",""
"question","323d182a-1639-4a16-a640-28b2d8cc2934","2025","48","Which fintech company became the first to fully operationalise the e₹ (Retail Digital Rupee) wallet in India after receiving approval from t","non_ascii_suspect;no_primary_tag","flagged","","","","",""
"question","fdd2c284-61f6-45bb-a90e-d516f6cccffb","2025","49","With reference to the Basic Savings Bank Deposit Account (BSBDA), consider the following statements: 1. A BSBDA holder is required to mainta","no_primary_tag","flagged","","","","",""
"question","c46e52a6-5364-45c1-b5e5-a913a0733f36","2025","50","Under RBI’s “FREE‑AI” framework on responsible use of artificial intelligence in financial services, how many strategic pillars have been id","non_ascii_suspect;no_primary_tag","flagged","","","","",""
"question","489185ed-ce45-4b98-a13d-e7c16aac301a","2025","51","Which of the following countries is not included in the top five positions of the IMD World Competitiveness Ranking 2025?","no_primary_tag","flagged","","","","",""
"question","930e47fd-cd36-4608-bf65-9f276c7e78ce","2025","52","What is the name of the new Indian Naval Base inaugurated recently (September 2025) in Gurugram, Haryana?","no_primary_tag","flagged","","","","",""
"question","d85e6f2f-d72a-4ec7-a0b0-eb50baa1dc99","2025","53","In the acronym AERB, what does the letter ‘E’ stand for?","non_ascii_suspect;no_primary_tag","flagged","","","","",""
"question","a4a8360a-3d89-4e01-ae18-7942167191f9","2025","54","Who holds the position of President of the Confederation of Indian Industry (CII) for the 2025–26 term?","non_ascii_suspect;no_primary_tag","flagged","","","","",""
"question","d4eb19f3-b01e-43a9-8914-8b18eb6b75f7","2025","55","In which year was the Mikoyan-Gurevich MiG-21 commissioned into the Indian Air Force (IAF)?","no_primary_tag","flagged","","","","",""
"question","b59c62bf-e5d7-496f-b9ca-a06dba55d2b8","2025","56","In which year was the Planning Commission of India replaced by NITI Aayog (National Institution for Transforming India)?","no_primary_tag","flagged","","","","",""
"question","8cc66305-2aa4-4cc7-8028-3337646bb664","2025","57","Nobel Prizes were first awarded in 1901. Which Nobel Prize category was added later in 1968?","no_primary_tag","flagged","","","","",""
"question","452f1e81-c5d2-47c4-8d36-f8cc3863bb00","2025","58","RBI controls the money supply through qualitative and quantitative tools. Which of the following tool falls under qualitative category of co","no_primary_tag","flagged","","","","",""
"question","76d56717-5b7e-4806-bc23-4e6be92f4da2","2025","59","If the Vice-President of India dies, resigns, or otherwise vacates office, within how many months must the election to fill the vacancy be h","no_primary_tag","flagged","","","","",""
"question","1776f819-be8f-4bd8-9ee7-7fee01f72a3b","2025","60","In the acronym S3WaaS, what does the letter ‘S’ signify?","non_ascii_suspect;no_primary_tag","flagged","","","","",""
"question","316601a9-1e15-4476-8732-580f584827c4","2025","61","Which of the following data sets is released by the Reserve Bank of India on a daily basis, similar to Liquidity Adjustment Facility (LAF) a","no_primary_tag","flagged","","","","",""
"question","b1344732-0b5e-4dae-ac84-ffad33f04440","2025","62","Infosys has partnered with which country for cross border payments? (August 2025)","no_primary_tag","flagged","","","","",""
"question","cf3faf75-ac41-4024-a832-3ef1c230bada","2025","63","What pattern is observed in India’s performance across the subcomponents of the Human Development Report 2025?","non_ascii_suspect;no_primary_tag","flagged","","","","",""
"question","67ad6288-b1ea-4d89-932e-670a65c565b0","2025","64","Match the following countries with the rivers that originate within their territory: List I (Country)List II (River) A. China 1. Yangtze B. ","no_primary_tag","flagged","","","","",""
"question","0187dc2a-c63d-43db-87d5-19149ae39a53","2025","65","Recently, India’s first bamboo-based ethanol plant was inaugurated by PM Modi. Where is the plant established?","non_ascii_suspect;no_primary_tag","flagged","","","","",""
"question","b8859b98-5bd2-4736-be71-6346397bdb8f","2025","66","World Bank is providing a loan assistance of USD 500 million for the construction of Green National Highway Corridors Project (GNHCP). Which","no_primary_tag","flagged","","","","",""
"question","11d4eb3d-a5bf-44a6-b9e1-3bd735df0fd6","2025","67","As of 2025, in which of the following countries have fully operational Small Modular Reactors (SMRs)?","no_primary_tag","flagged","","","","",""
"question","fb41e2c9-dec4-47cd-91a4-8e26f77d0c5e","2025","68","With reference to India’s performance in the Global Innovation Index (GII) 2025, consider the following statements: 1. India ranked 44th in ","non_ascii_suspect;no_primary_tag","flagged","","","","",""
"question","817e9feb-25c7-49d8-bb89-8a5c67e00833","2025","69","The WGES (World Green Economy Summit) was launched in __________ and organized by the Dubai Electricity and Water Authority (DEWA), the Duba","suspicious_repeat_char;no_primary_tag","flagged","","","","",""
"question","58c5c56d-b0db-4e67-ad1b-2d7e4bfcd500","2025","70","Which of the following Sustainable Development Goals (SDGs) specifically addresses Quality Education?","no_primary_tag","flagged","","","","",""
"question","00ac2d8f-3e72-4b55-b0e9-f0611b410010","2025","71","What is the name of the world’s first Tri-Service all-women circumnavigation sailing expedition flagged off by the Ministry of Defence?","non_ascii_suspect;no_primary_tag","flagged","","","","",""
"question","da0846a8-fb42-49c4-b9df-7447a5295d75","2025","72","Which Indian state became the pioneer in issuing identification cards and strong institutional support to women Self Help Groups (SHGs)?","no_primary_tag","flagged","","","","",""
"question","7539b035-f878-4bc9-8e7d-3f5582a964db","2025","73","Who serves as the ex-officio President of the Council of Scientific and Industrial Research (CSIR)?","no_primary_tag","flagged","","","","",""
"question","da16eef0-aef4-4ece-985a-cf05db36caf6","2025","74","According to the Ministry of Agriculture, consider the following statements: 1. Net sown area in India is more than half of the total geogra","no_primary_tag","flagged","","","","",""
"question","71fd899a-b967-418a-8079-7cbb08fbf975","2025","75","As per the Reserve Bank – Integrated Ombudsman Scheme, 2021, what is the maximum tenure for which an RBI Ombudsman can be appointed?","non_ascii_suspect;no_primary_tag","flagged","","","","",""
"question","160fbfab-367a-48c8-a5bf-7c2233001177","2025","76","Who is the author of the novel titled “The Loneliness of Sonia and Sunny”?","non_ascii_suspect;no_primary_tag","flagged","","","","",""
"question","e336a437-36d8-4600-a35f-b38f44d4436b","2025","77","What is the authorized capital amount of the India Infrastructure Finance Company Limited (IIFCL)?","no_primary_tag","flagged","","","","",""
"question","ea5cbcc8-b3b5-4731-aae2-21b6837d81cf","2025","78","Which organization earned a Guinness World Record in 2025 for selling the most life insurance policies within 24 hours?","no_primary_tag","flagged","","","","",""
"question","4134fd56-569d-48c1-b72e-c5a2b126cd4d","2025","79","From which date did the mandatory Corporate Social Responsibility (CSR) provisions under the Companies Act, 2013, come into effect in India?","no_primary_tag","flagged","","","","",""
"question","e7dae8e3-af8f-461e-b9db-6259a422c869","2025","80","Which of the following sites are included in the UNESCO World Heritage List?","no_primary_tag","flagged","","","","",""
"question","1c6975ea-75c3-4398-986a-ea588b6c23b7","2025","81","What is the central innovation in Dr. Choudhry’s integrated protection plan as described in the report? Read the following passage and answe","non_ascii_suspect;suspicious_repeat_char;no_primary_tag","flagged","verified","","","easy",""
"question","0206d8d8-3a71-4ff3-bbc3-f6a1953f15e5","2025","82","Based on the passage, what explains the increased likelihood of disease outbreaks under certain agricultural conditions? Read the following ","non_ascii_suspect;suspicious_repeat_char;no_primary_tag","flagged","verified","","","easy",""
"question","dba811c4-1540-4d0d-866e-a1c4bbcf0a9f","2025","83","What role does mutation or adaptation play in the behavior of the three organisms described? Read the following passage and answer the given","non_ascii_suspect;suspicious_repeat_char;no_primary_tag","flagged","verified","","","medium",""
"question","491a720e-000a-406c-bd52-65f9f83b1c4e","2025","84","Identify the CORRECT statement based on the passage. (I) The plant vaccine mentioned in the report increases sugar content in leaves to attr","non_ascii_suspect;suspicious_repeat_char;no_primary_tag","flagged","verified","","","medium",""
"question","39412805-4843-43dc-8748-5da5835578ab","2025","85","What combination of actions is advised at the end of the report to help mitigate disease and pest damage? (I) Implement pruning and row spac","non_ascii_suspect;suspicious_repeat_char;no_primary_tag","flagged","verified","","","medium",""
"question","ddd96f19-5772-4e53-88ee-60d2d5c47650","2025","86","Choose the word that is the most appropriate synonym of “placed” as used in the passage. Read the following passage and answer the given que","non_ascii_suspect;suspicious_repeat_char;no_primary_tag","flagged","verified","","","easy",""
"question","2d85c3a6-f33c-4601-9078-78a3620ac2eb","2025","87","Choose the word that is the most appropriate synonym of “spoil” as used in the passage. Read the following passage and answer the given ques","non_ascii_suspect;suspicious_repeat_char;no_primary_tag","flagged","verified","","","easy",""
"question","fd77785e-c7a0-47bc-8447-9db13102a86d","2025","88",". Choose the most suitable phrase to fill the blank given in the passage. Read the following passage and answer the given questions. Dr. Cho","non_ascii_suspect;suspicious_repeat_char;no_primary_tag","flagged","verified","","","medium",""
"question","ffcf0e8e-47c2-4253-8c38-9a5e8c5a1c52","2025","89","CONDONE (I) The principal refused to condone the student's cheating, stating that academic integrity must be upheld. (II) She condoned the r","no_primary_tag","flagged","verified","","","medium",""
"question","0ae68b5b-abd3-4296-b080-1d08fb7661f6","2025","90","A. The city is still suffered from the devastating effects of drought that had affected millions of people. B. Years of exposure to recurren","no_primary_tag","flagged","verified","","","medium",""
"question","a7a8eb2f-e220-434d-b991-4a3b019eebaa","2025","91","A. The museum’s archives was opened to researchers last month. B. After the storm subsided, residents began to rebuild their homes with the ","non_ascii_suspect;no_primary_tag","flagged","verified","","","medium",""
"question","97dfbd8e-17ab-42d4-ad6f-b59500ead5c1","2025","92","Which of the following is suitable to replace (A)? In the following question, some of the phrases are highlighted which may not be correct. ","non_ascii_suspect;no_primary_tag","flagged","verified","","","medium",""
"question","41311268-02c1-4aca-a661-04d4a0b67b0e","2025","93","Which of the following is suitable to replace (B)? In the following question, some of the phrases are highlighted which may not be correct. ","non_ascii_suspect;no_primary_tag","flagged","verified","","","medium",""
"question","f5b7279e-ff1a-418d-ae96-9bfa08c75d7c","2025","94","Which of the following is suitable to replace (C)? In the following question, some of the phrases are highlighted which may not be correct. ","non_ascii_suspect;no_primary_tag","flagged","verified","","","medium",""
"question","99eaa52f-2725-4b58-8421-4c4bea8632e4","2025","95","Which of the following is suitable to replace (D)? In the following question, some of the phrases are highlighted which may not be correct. ","non_ascii_suspect;no_primary_tag","flagged","verified","","","medium",""
"question","e816702d-31b0-465f-b053-e6379478cc59","2025","96","Which of the following is suitable to replace (E)? In the following question, some of the phrases are highlighted which may not be correct. ","non_ascii_suspect;no_primary_tag","flagged","verified","","","medium",""
"question","6e1de84c-807c-4142-b1f1-f9ed7c8d8bd1","2025","97",". Which of the following is suitable to replace (F)? In the following question, some of the phrases are highlighted which may not be correct","non_ascii_suspect;no_primary_tag","flagged","verified","","","medium",""
"question","de5b1e66-c37c-492d-b488-27b18b91797d","2025","98","In the given question five sentences are given in which one is not coherent with others. Choose the incoherent statement as the answer. [Opt","no_primary_tag","flagged","verified","","","medium",""
"question","f023cbfb-ea96-476a-82a3-7e0f167d0ec7","2025","99","In the given question five sentences are given in which one is not coherent with others. Choose the incoherent statement as the answer. [Opt","no_primary_tag","flagged","verified","","","medium",""
"question","c49c73ce-2577-4478-b79c-9f8faf6b0be5","2025","100","The artist kept refining (A) the painting and adjusting (B) the lighting (C) in the studio to match her original vision. In the following qu","no_primary_tag","flagged","verified","","","medium",""
"question","49d8ae17-8ae0-4681-941c-0be13a5de658","2025","101","Despite struggling (A) through the initial phases of the experiment, the scientist kept trying (B) different combinations (C) to achieve con","no_primary_tag","flagged","verified","","","medium",""
"question","c8db1485-6732-4132-87f1-b462bd46208a","2025","102","After planning (A) the event for months and organizing (B) with multiple teams, the committee finally executed everything (C) flawlessly. In","no_primary_tag","flagged","verified","","","medium",""
"question","9fafc648-0993-4b27-8e59-9a27f5692f29","2025","103","(A) She drafted a list of interview questions to keep the discussion focused. (B) Before meeting the artisan, Mira researched traditional we","no_primary_tag","flagged","verified","","","medium",""
"question","3b816d5a-3f18-471f-a5a2-ca40d78a63a7","2025","104","The manager threatened to come down on the employee for missing the project deadline, warning that such negligence would not be overlooked i","no_primary_tag","flagged","verified","","","medium",""
"question","d781b5cf-cbdc-4554-bb37-d3fbc6c5cfc6","2025","105","In order to meet the government’s climate targets, the company has decided to cut down on its carbon emissions by upgrading machinery and ad","non_ascii_suspect;no_primary_tag","flagged","verified","","","medium",""
"question","75294940-ef9e-4872-977b-e9fae88bae46","2025","106","A. Retail has evolved significantly, with online shopping become a preferred method for consumers. B. There was a lot of traffic, as a part ","non_ascii_suspect;no_primary_tag","flagged","verified","","","medium",""
"question","c16441b0-cf15-4eb1-86bd-fc79416122a4","2025","107","A. Ethical considerations in genetic engineering continue to influence medical and bioethical discourse. B. With the scandal erupted last Ja","non_ascii_suspect;no_primary_tag","flagged","verified","","","medium",""
"question","02147997-b659-45ca-9270-8b4584a07f58","2025","108","A. The branch closed unexpectedly during heavy rainfall. B. The passbook printer jammed during peak hours. C. A notice announced revised loc","no_primary_tag","flagged","verified","","","medium",""
"question","c5e58c42-6729-48c6-858d-53dc65e5adf6","2025","109","During the audit, it was found that a senior employee had spilled the beans about the company’s merger plans, compromising the confidentiali","non_ascii_suspect;no_primary_tag","flagged","verified","","","medium",""
"question","27060142-ffa9-46a4-b2ed-96c28dc3ce5f","2025","110","Despite a severe liquidity crunch, the cooperative bank was able to pull through the quarter without defaulting on any obligations. A. manag","no_primary_tag","flagged","verified","","","medium",""
"question","3790018d-590a-46a9-9f0f-4a8ed7297d64","2025","116","I. x² + 7x = 60 II. y² + 19y + 84 = 0 In each of the following questions two equations are given. Solve these equations and give answer:","non_ascii_suspect;no_primary_tag","flagged","verified","","","medium",""
"question","070cb1af-cb45-49e5-81f4-add817e66dcb","2025","117","I. 2x²+13x+21=0 II. y²+6y+9=0 In each of the following questions two equations are given. Solve these equations and give answer:","non_ascii_suspect;no_primary_tag","flagged","verified","","","medium",""
"question","504790f1-68fd-4dd9-a32f-3aced7bf6083","2025","118","I. x²-289=0 II. y³-4913=0 In each of the following questions two equations are given. Solve these equations and give answer:","non_ascii_suspect;no_primary_tag","flagged","verified","","","easy",""
"question","5f6d4a6e-72b3-4997-a466-d16283e0da69","2025","119","I. 35x² + 4x - 63 = 0 II. 7y² - 4y - 20 = 0 In each of these questions, two equation (I) and (II) are given. You have to solve both the equa","non_ascii_suspect;no_primary_tag","flagged","verified","","","medium",""
"question","57cc40b3-534c-4441-9637-43316f09e4c9","2025","120","In each of these questions, two equations (I) and (II) are given. You have to solve both the equations and give answer.","no_primary_tag","flagged","needs_correction","Both equations absent from import; only the instruction line was captured, question unanswerable as stored","","",""
"question","862564d3-35f7-4730-a4ee-07ca4c847b20","2025","121","?, 1024, 64, 8, 2, 1 What will come in the place of question (?) mark in following number series:","no_primary_tag","flagged","verified","","","medium",""
"question","2a2c9364-6989-4e69-8dee-09d5b494faf7","2025","122","500, 548, 620, ?, 836, 980 Find the missing term in the following number series questions.","no_primary_tag","flagged","verified","","","easy",""
"question","8ff47a8a-ceb3-4205-bd40-d70de230ce25","2025","123","What is the total number of students in a class? I. The average weight of all students is 45 kg. II. The total weight of boys is 600 kg, whi","no_primary_tag","flagged","verified","","","medium",""
"question","e6fb979b-f7b7-41e6-866d-9c22c6e587b7","2025","124","Find the overall profit or loss percentage of Ravi, if he bought 120 pens at the rate of 12 pens for Rs p, and sold them at the rate of q pe","no_primary_tag","flagged","verified","","","medium",""
"question","778fca08-9961-4177-98db-463af8c51f49","2025","125","In how many days 6 men can complete the work? I: 8 men and 10 women can finish the work in 2 days. II: 4 men and 5 women can finish the work","no_primary_tag","flagged","verified","","","medium",""
"question","9c79527f-94f6-47e3-96db-c4f3fe817262","2025","132","What is the ratio of Tablets sold by X to Laptops sold by Z? Read the following information carefully and answer the questions given below. ","non_ascii_suspect;no_primary_tag","flagged","verified","","","medium",""
"question","57231106-e94a-49b8-b4c2-a03ef123a89f","2025","133","If seller Z sold 40% more Tablets than his laptops, then the Tablets sold by Z is what percentage of the laptops sold by X? Read the followi","non_ascii_suspect;no_primary_tag","flagged","verified","","","medium",""
"question","e99fa8a1-20e1-4e33-b47c-71db41465ad1","2025","134","If Y sold 90 Laptops, then find the difference between total devices (Laptops + Tablets) sold by X and Y? Read the following information car","non_ascii_suspect;no_primary_tag","flagged","verified","","","medium",""
"question","3a0f5f24-7fcb-4f11-a35f-8c765b6cc9ca","2025","135","If the selling price of each Laptop is Rs. 4000 and each Tablet is Rs. 2500, then what is the total revenue of seller X (in Rs)? Read the fo","non_ascii_suspect;no_primary_tag","flagged","verified","","","medium",""
"question","0ecb2b15-05af-4795-83b3-efc8f800d213","2025","136",". The total laptops sold by Y is 25% more than total tablets sold by X. Find the average laptops sold by Y and Z. Read the following informa","non_ascii_suspect;no_primary_tag","flagged","verified","","","medium",""
"question","5d050e7a-ca35-445f-9cc5-af8fbb6fe034","2025","137","Each of two articles X and Y is sold at Rs.1800. If article X is sold at 50% profit and cost price of article X is half of that of article Y","no_primary_tag","flagged","verified","","","medium",""
"question","d284beff-19e3-4530-b551-fc0d02aef9ac","2025","138","In a partnership, X and Y invested a total sum of Rs.6400. If X withdrew his whole capital after 8 months and after 2 more months, profit is","no_primary_tag","flagged","verified","","","medium",""
"question","41067a2b-b3d0-4fef-8813-a5d193ef304e","2025","139","The speed of passenger train and goods train are 108 km/hr and 48 km/hr respectively. The length of passenger train is 50% of the length of ","no_primary_tag","flagged","verified","","","hard",""
"question","2ddde514-369d-46b0-92e4-615f2395279e","2025","140","A rectangular garden has its length three times its breadth. A uniform pathway of width 3 m runs inside the garden along its boundary. If th","non_ascii_suspect;no_primary_tag","flagged","verified","","","medium",""
"question","dc9d7dde-ff33-4319-8404-291cd51e9d8f","2025","141","What is the colour of the box which is kept at fourth position from the bottom of the stack? Read the following information carefully and an","non_ascii_suspect;no_primary_tag","flagged","verified","","","hard",""
"question","51a9c643-54d9-498b-b327-ed430a4d2af2","2025","142","How many boxes are kept between box B and the box which is of orange colour? Read the following information carefully and answer the questio","non_ascii_suspect;no_primary_tag","flagged","verified","","","hard",""
"question","8810466b-852f-426e-b237-ee462f27ad10","2025","143","What is the colour of box C? Read the following information carefully and answer the questions given below. Eight boxes — A, B, C, D, E, F, ","non_ascii_suspect;no_primary_tag","flagged","verified","","","hard",""
"question","004999ca-1024-4330-8064-edf13c50dcfa","2025","144","Which of the following statements is/are not true? I. Box H is kept four boxes above the box which is white of colour. II. The number of box","non_ascii_suspect;no_primary_tag","flagged","verified","","","hard",""
"question","7c76d4d2-178b-4a40-a0e5-cd4c482381ce","2025","145","Which of the following combination is correct? Read the following information carefully and answer the questions given below. Eight boxes — ","non_ascii_suspect;no_primary_tag","flagged","verified","","","hard",""
"question","4032f587-599f-454c-85c3-b3b1d02372cb","2025","146","Who among the following has the maximum number of items? Read the following information carefully and answer the questions given below. Eigh","non_ascii_suspect;no_primary_tag","flagged","verified","","","hard",""
"question","e2936e7a-0555-4e61-a40a-191ae69f4293","2025","147","Which of the following pairs of cities, persons and items is correctly matched? Read the following information carefully and answer the ques","non_ascii_suspect;no_primary_tag","flagged","verified","","","hard",""
