year,question_number,question_id,section,section_topic_id,microtopic,microtopic_slug
2024,59,5ea75317-93e0-45f6-b713-e15661a4ea83,Geography,c7f0e071-3a29-4165-8ae9-2e43d2199a86,Mineral resources and mining sites,gk-mineral-resources-and-mining-sites-4f735f5b
2024,62,ce005ad8-65c4-4c19-984b-3d3ef073fd23,General Science,424cc8f1-b96f-4fef-b2db-76128e34c7d0,Space missions and spacecraft,gk-space-missions-and-spacecraft-be67a432
2024,63,476a1b17-5848-47ba-9a60-c7015b1a2ef6,Indian Polity and Constitution,e8948b78-aa3e-434b-9959-32c047b42be9,Schedules of the Constitution,gk-schedules-of-the-constitution-0e22c1f9
2024,64,8c723e8f-6790-411a-8249-8b60a512b3ce,Indian Polity and Constitution,e8948b78-aa3e-434b-9959-32c047b42be9,Recent central legislation and statutory penalties,gk-recent-central-legislation-and-statutory-penalties-62a1d053
2024,65,0b0c9568-a2f0-4dd5-a57f-42866eeb2434,Miscellaneous,343ffe9a-9415-4efe-bb5d-d23f38e739b9,World affairs and geopolitical terms,gk-world-affairs-and-geopolitical-terms-ee57779f
2024,66,2735f8fd-d4a7-4666-b67d-02cb8992a0d9,Miscellaneous,343ffe9a-9415-4efe-bb5d-d23f38e739b9,Business and startup terminology,gk-business-and-startup-terminology-9067341d
2024,67,6e1a77de-bc75-4417-88c8-c6435759514a,Indian Polity and Constitution,e8948b78-aa3e-434b-9959-32c047b42be9,Comparative government and world legislatures,gk-comparative-government-and-world-legislatures-805a9f15
2024,68,2f3f55fb-f6e3-4a9d-a0bf-ee2749f1dc66,Indian Polity and Constitution,e8948b78-aa3e-434b-9959-32c047b42be9,Statutory commissions and information oversight,gk-statutory-commissions-and-information-oversight-12115091
2024,73,d699bb86-2cf3-4195-8a66-7b4d2c5faec9,General Science,424cc8f1-b96f-4fef-b2db-76128e34c7d0,Astronomy and celestial nomenclature,gk-astronomy-and-celestial-nomenclature-2a3ffcbd
2024,74,be6b9e3c-7dbe-4638-b76c-f66406815e0f,Miscellaneous,343ffe9a-9415-4efe-bb5d-d23f38e739b9,Books and authors,gk-books-and-authors-cdbb8150
2024,78,a3fb5fe1-9d94-4d21-9416-8b696ba1e82c,General Science,424cc8f1-b96f-4fef-b2db-76128e34c7d0,Units and scales of measurement,gk-units-and-scales-of-measurement-7ec529d3
2024,80,7141e43d-e2ad-481a-aba5-d0c402af0930,General Science,424cc8f1-b96f-4fef-b2db-76128e34c7d0,Computing and artificial intelligence,gk-computing-and-artificial-intelligence-6e37bb35
2025,1,b7108e45-936d-4893-870f-624e6e2bef72,Geography,c7f0e071-3a29-4165-8ae9-2e43d2199a86,"Crops, cropping seasons and leading producer states",gk-crops-cropping-seasons-and-leading-producer-states-46076cd2
2025,3,1cd7dcac-dae6-4539-87d1-57333a5f7193,Geography,c7f0e071-3a29-4165-8ae9-2e43d2199a86,Mountain ranges and peaks,gk-mountain-ranges-and-peaks-a77bd767
2025,5,d7989933-1358-4c7d-bd31-13187372961d,Geography,c7f0e071-3a29-4165-8ae9-2e43d2199a86,"Countries, capitals and territorial extent",gk-countries-capitals-and-territorial-extent-08a65697
2025,6,01e9246e-c036-493d-8981-9d4739dcdb35,Miscellaneous,343ffe9a-9415-4efe-bb5d-d23f38e739b9,"Defence forces, exercises and expeditions",gk-defence-forces-exercises-and-expeditions-60d9b297
2025,12,a563bf34-cab2-4001-aeb0-245426a3a1a6,Miscellaneous,343ffe9a-9415-4efe-bb5d-d23f38e739b9,International organisations and groupings,gk-international-organisations-and-groupings-ccdfea5b
2025,17,99e371db-149a-4cdf-81f3-d853748e0d60,General Science,424cc8f1-b96f-4fef-b2db-76128e34c7d0,Scientific and research institutions,gk-scientific-and-research-institutions-76a19811
2025,22,3f519bc3-a2a0-4f94-b6dc-211e29911ee5,Indian Economy,40066b89-bcfd-4ffc-8a68-73158a678dc9,Rural livelihood and skill development missions,gk-rural-livelihood-and-skill-development-missions-4bc24cc0
2025,31,da740899-0bcf-41c2-9c3c-a4cdf027d473,Geography,c7f0e071-3a29-4165-8ae9-2e43d2199a86,"Crops, cropping seasons and leading producer states",gk-crops-cropping-seasons-and-leading-producer-states-46076cd2
2025,32,ac021134-3d01-4a54-95b6-5bcf930f62e3,General Science,424cc8f1-b96f-4fef-b2db-76128e34c7d0,Solar system and planetary science,gk-solar-system-and-planetary-science-d6341c32
2025,36,9606ad52-7f77-4113-a731-4a0cc675f0c3,Geography,c7f0e071-3a29-4165-8ae9-2e43d2199a86,Geographical indication tags and crafts,gk-geographical-indication-tags-and-crafts-702bae58
2025,38,430386e5-b4a7-448d-bc03-958e27df17c1,History,05d91fb6-221d-4e09-8477-c3d0f8a50138,Freedom-movement leaders and their offices,gk-freedom-movement-leaders-and-their-offices-c7d8f5ef
2025,44,b690d07e-4fcf-49ed-babf-1de0fa149b7e,Miscellaneous,343ffe9a-9415-4efe-bb5d-d23f38e739b9,Awards and honours,gk-awards-and-honours-34508904
2025,47,459e3f57-9caa-400f-bb22-9bebcb79999d,Geography,c7f0e071-3a29-4165-8ae9-2e43d2199a86,"Countries, capitals and territorial extent",gk-countries-capitals-and-territorial-extent-08a65697
2025,53,d85e6f2f-d72a-4ec7-a0b0-eb50baa1dc99,General Science,424cc8f1-b96f-4fef-b2db-76128e34c7d0,Scientific and research institutions,gk-scientific-and-research-institutions-76a19811
2025,55,d4eb19f3-b01e-43a9-8914-8b18eb6b75f7,Miscellaneous,343ffe9a-9415-4efe-bb5d-d23f38e739b9,"Defence forces, exercises and expeditions",gk-defence-forces-exercises-and-expeditions-60d9b297
2025,57,8cc66305-2aa4-4cc7-8028-3337646bb664,Miscellaneous,343ffe9a-9415-4efe-bb5d-d23f38e739b9,Awards and honours,gk-awards-and-honours-34508904
2025,59,76d56717-5b7e-4806-bc23-4e6be92f4da2,Indian Polity and Constitution,e8948b78-aa3e-434b-9959-32c047b42be9,President and Vice-President of India,gk-president-and-vice-president-of-india-f5832b8f
2025,60,1776f819-be8f-4bd8-9ee7-7fee01f72a3b,General Science,424cc8f1-b96f-4fef-b2db-76128e34c7d0,Digital public platforms and e-governance technology,gk-digital-public-platforms-and-e-governance-technology-9cd7508b
2025,64,67ad6288-b1ea-4d89-932e-670a65c565b0,Geography,c7f0e071-3a29-4165-8ae9-2e43d2199a86,Rivers of the world,gk-rivers-of-the-world-54deb0d8
2025,65,0187dc2a-c63d-43db-87d5-19149ae39a53,Indian Economy,40066b89-bcfd-4ffc-8a68-73158a678dc9,Biofuel and renewable energy projects,gk-biofuel-and-renewable-energy-projects-35abd79c
2025,66,b8859b98-5bd2-4736-be71-6346397bdb8f,Indian Economy,40066b89-bcfd-4ffc-8a68-73158a678dc9,Multilateral development finance in India,gk-multilateral-development-finance-in-india-8639dac3
2025,69,817e9feb-25c7-49d8-bb89-8a5c67e00833,Miscellaneous,343ffe9a-9415-4efe-bb5d-d23f38e739b9,International summits and forums,gk-international-summits-and-forums-328d7104
2025,70,58c5c56d-b0db-4e67-ad1b-2d7e4bfcd500,Miscellaneous,343ffe9a-9415-4efe-bb5d-d23f38e739b9,Sustainable Development Goals,gk-sustainable-development-goals-45f4b84e
2025,71,00ac2d8f-3e72-4b55-b0e9-f0611b410010,Miscellaneous,343ffe9a-9415-4efe-bb5d-d23f38e739b9,"Defence forces, exercises and expeditions",gk-defence-forces-exercises-and-expeditions-60d9b297
2025,72,da0846a8-fb42-49c4-b9df-7447a5295d75,Indian Economy,40066b89-bcfd-4ffc-8a68-73158a678dc9,Self-help groups and rural women,gk-self-help-groups-and-rural-women-5ae33d37
2025,73,7539b035-f878-4bc9-8e7d-3f5582a964db,General Science,424cc8f1-b96f-4fef-b2db-76128e34c7d0,Scientific and research institutions,gk-scientific-and-research-institutions-76a19811
2025,76,160fbfab-367a-48c8-a5bf-7c2233001177,Miscellaneous,343ffe9a-9415-4efe-bb5d-d23f38e739b9,Books and authors,gk-books-and-authors-cdbb8150
2025,80,e7dae8e3-af8f-461e-b9db-6259a422c869,Geography,c7f0e071-3a29-4165-8ae9-2e43d2199a86,World Heritage and protected sites,gk-world-heritage-and-protected-sites-de04e103
2026,8,91a65ba0-669c-4fbe-a590-bbb544b1b0ac,History,05d91fb6-221d-4e09-8477-c3d0f8a50138,National memorials and samadhis,gk-national-memorials-and-samadhis-4dfb36a7
2026,9,b1b9849f-bd96-4cc0-a1ec-47a8ba1c769a,Miscellaneous,343ffe9a-9415-4efe-bb5d-d23f38e739b9,World affairs and geopolitical terms,gk-world-affairs-and-geopolitical-terms-ee57779f
2026,10,4a0e3cc6-8e0b-42ea-a182-4b0a4761a47f,Indian Polity and Constitution,e8948b78-aa3e-434b-9959-32c047b42be9,Civilian awards and the honours system,gk-civilian-awards-and-the-honours-system-f414fae6
2026,11,567adce5-89df-4dc8-8e92-f2716b321b54,Miscellaneous,343ffe9a-9415-4efe-bb5d-d23f38e739b9,International organisations and groupings,gk-international-organisations-and-groupings-ccdfea5b
2026,12,d5975b37-c0aa-4532-9030-178ce9bc6a3e,Indian Polity and Constitution,e8948b78-aa3e-434b-9959-32c047b42be9,Union ministries and departments,gk-union-ministries-and-departments-cc6b7cd8
2026,18,16ebb855-d630-4b16-aa86-160abcbb225f,History,05d91fb6-221d-4e09-8477-c3d0f8a50138,Medieval Indian empires,gk-medieval-indian-empires-89a51a24
2026,21,687061dd-0502-4743-90c1-808b215ebbbe,History,05d91fb6-221d-4e09-8477-c3d0f8a50138,Ancient Indian texts and statecraft,gk-ancient-indian-texts-and-statecraft-2174dac6
2026,24,731f7ea2-af59-4434-963c-ec99b77bf40e,Geography,c7f0e071-3a29-4165-8ae9-2e43d2199a86,Biodiversity and wildlife conservation,gk-biodiversity-and-wildlife-conservation-f3eb33b4
2026,25,96983e4c-9443-438f-ba1d-4a9622cb33a7,Geography,c7f0e071-3a29-4165-8ae9-2e43d2199a86,Landmarks and monuments,gk-landmarks-and-monuments-f8f158ed
2026,26,e31db937-4117-4543-944a-0ffa11ad37c6,Miscellaneous,343ffe9a-9415-4efe-bb5d-d23f38e739b9,"Defence forces, exercises and expeditions",gk-defence-forces-exercises-and-expeditions-60d9b297
2026,27,81ef43fd-1890-405f-9ce2-48ecb8b555ec,General Science,424cc8f1-b96f-4fef-b2db-76128e34c7d0,Digital public platforms and e-governance technology,gk-digital-public-platforms-and-e-governance-technology-9cd7508b
2026,30,fd588fbf-d6de-4553-809b-0941ae676f05,Miscellaneous,343ffe9a-9415-4efe-bb5d-d23f38e739b9,Books and authors,gk-books-and-authors-cdbb8150
2026,32,0a1a3638-6d31-46b8-b17d-2fa4af6dcdbd,General Science,424cc8f1-b96f-4fef-b2db-76128e34c7d0,Computing and artificial intelligence,gk-computing-and-artificial-intelligence-6e37bb35
2026,33,be6cee63-52ce-4af0-a166-65ee63ac9904,Geography,c7f0e071-3a29-4165-8ae9-2e43d2199a86,Mineral resources and mining sites,gk-mineral-resources-and-mining-sites-4f735f5b
2026,36,c3a497a7-9821-4a3b-99c5-11961fefda9c,Miscellaneous,343ffe9a-9415-4efe-bb5d-d23f38e739b9,International organisations and groupings,gk-international-organisations-and-groupings-ccdfea5b
2026,42,6c929b39-df7d-40a7-9df7-d26ae33bc1bd,Geography,c7f0e071-3a29-4165-8ae9-2e43d2199a86,Landmarks and monuments,gk-landmarks-and-monuments-f8f158ed
2026,43,977fc7d2-9209-41a9-b086-aa58f10c4ae9,Geography,c7f0e071-3a29-4165-8ae9-2e43d2199a86,Mountain ranges and peaks,gk-mountain-ranges-and-peaks-a77bd767
2026,45,2e6d4e64-95cf-44de-8875-01b25c1f48ba,Indian Economy,40066b89-bcfd-4ffc-8a68-73158a678dc9,Rural road connectivity schemes,gk-rural-road-connectivity-schemes-96871e9e
2026,50,cbaa3783-ccfe-4e0b-a8b3-204aad07c090,Geography,c7f0e071-3a29-4165-8ae9-2e43d2199a86,Transport corridors and ports,gk-transport-corridors-and-ports-1ab12f3b
2026,54,86002779-8904-4179-8b03-6ba2d7001140,Geography,c7f0e071-3a29-4165-8ae9-2e43d2199a86,Major dams and river valley projects,gk-major-dams-and-river-valley-projects-6549644d
2026,57,7802b29f-d1c9-4981-a09f-a339deaa043f,General Science,424cc8f1-b96f-4fef-b2db-76128e34c7d0,Digital public platforms and e-governance technology,gk-digital-public-platforms-and-e-governance-technology-9cd7508b
2026,58,922d1947-2b01-4243-83aa-789c7ba407c9,History,05d91fb6-221d-4e09-8477-c3d0f8a50138,Freedom-movement leaders and their offices,gk-freedom-movement-leaders-and-their-offices-c7d8f5ef
2026,62,dd38a08c-5445-49ca-bbdb-d5fd4185aec5,Miscellaneous,343ffe9a-9415-4efe-bb5d-d23f38e739b9,World currencies,gk-world-currencies-71063a47
2026,65,d435def6-8729-4739-9750-91403668a092,Geography,c7f0e071-3a29-4165-8ae9-2e43d2199a86,Biodiversity and wildlife conservation,gk-biodiversity-and-wildlife-conservation-f3eb33b4
2026,70,02a9bdaa-c40f-4977-876d-ed4f107251ee,Geography,c7f0e071-3a29-4165-8ae9-2e43d2199a86,"Countries, capitals and territorial extent",gk-countries-capitals-and-territorial-extent-08a65697
2026,71,acbee2a8-8961-4ffb-a443-22eeb4dc2f4b,Indian Polity and Constitution,e8948b78-aa3e-434b-9959-32c047b42be9,Fundamental Rights,gk-fundamental-rights-d29a48dc
2026,72,db183f8d-748a-4340-ad0e-5a44a026bf1a,Indian Polity and Constitution,e8948b78-aa3e-434b-9959-32c047b42be9,Judiciary and judicial administration,gk-judiciary-and-judicial-administration-5352920e
2026,75,41ffa638-a718-46e0-8c78-10588af603ac,History,05d91fb6-221d-4e09-8477-c3d0f8a50138,Post-independence revolutions and their pioneers,gk-post-independence-revolutions-and-their-pioneers-7b7f876c
2026,77,b2e9bac9-ffee-4db3-b5cb-0737ec403527,Indian Economy,40066b89-bcfd-4ffc-8a68-73158a678dc9,Urban development and governance missions,gk-urban-development-and-governance-missions-9e53e37f
