paper_code,source_question_ref,id
NABARD-P1-ARD-2021,ARD-2021-Q189,bf3067c3-81ec-454e-bbd7-8e933e7b0650
NABARD-P1-ARD-2021,ARD-2021-Q191,e421dbba-89f4-415c-b414-91cca768097f
NABARD-P1-ARD-2021,ARD-2021-Q193,e8986c82-946c-477c-b99b-7b397d0bff53
NABARD-P1-ARD-2021,ARD-2021-Q195,a954ede1-8158-4a4b-88dc-41ae345656e4
NABARD-P1-ARD-2021,ARD-2021-Q184,8760ace5-eeee-4fc3-b618-ac5f689ea59d
NABARD-P1-ARD-2021,ARD-2021-Q186,09febc23-0016-4292-930c-482e00315a4f
NABARD-P1-ARD-2021,ARD-2021-Q188,ea387796-758e-4954-815e-1d05efb0583d
NABARD-P1-ARD-2021,ARD-2021-Q190,8ab657c4-310b-40f2-bae0-0ccdf38b64a1
NABARD-P1-ARD-2021,ARD-2021-Q192,b9cefe10-0840-47e4-bfa3-f9ac991f775c
NABARD-P1-ARD-2021,ARD-2021-Q194,8d24d126-a619-4bc3-aeec-5be600e82786
NABARD-P1-ARD-2021,ARD-2021-Q196,85ea4765-4ffd-4dfe-bb10-00a7f070360b
NABARD-P1-ARD-2021,ARD-2021-Q198,c1033ba4-7102-467d-aa43-b58755117519
NABARD-P1-ARD-2021,ARD-2021-Q200,f06dae4a-15a5-4edf-a59e-8604a62fe495
NABARD-P1-ARD-2021,ARD-2021-Q197,3c5441c6-ea3b-46c4-a719-fe07f71a9cad
NABARD-P1-ARD-2021,ARD-2021-Q199,f5fa251b-7dee-4eea-a75e-7de383b59006
NABARD-P2-ARD-2021,ARD-2021-Q002,344783a0-3061-42f0-8665-3be8c0c503c0
NABARD-P2-ARD-2021,ARD-2021-Q001,e3840855-c7b0-4170-8409-7e6b63338437
NABARD-P2-ARD-2021,ARD-2021-Q003,fbadd367-ee5e-4ba5-99fc-75d4d410b83d
NABARD-P2-ARD-2021,ARD-2021-Q005,c646bbbe-66df-49ac-a923-e30780556cf5
NABARD-P2-ARD-2021,ARD-2021-Q007,dd568558-47b3-41d8-9fd6-c291bae84dc6
NABARD-P2-ARD-2021,ARD-2021-Q009,2599ed43-744a-43af-a6ea-6620b853b5e0
NABARD-P2-ARD-2021,ARD-2021-Q011,414da08b-6a53-40ec-88ad-df76557bde75
NABARD-P2-ARD-2021,ARD-2021-Q013,52f76edd-ef63-46c2-a389-5074a7f37043
NABARD-P2-ARD-2021,ARD-2021-Q015,8a2a44f7-699c-46dd-8e4d-e36737f6fae2
NABARD-P2-ARD-2021,ARD-2021-Q004,f6624695-c999-4b71-99ec-08f2691c564d
NABARD-P2-ARD-2021,ARD-2021-Q006,beb52192-3ea4-447e-9c96-ccccd5311e81
NABARD-P2-ARD-2021,ARD-2021-Q008,7b181ec8-1a4c-4d41-ba88-64308e2b8e21
NABARD-P2-ARD-2021,ARD-2021-Q010,56508bf4-a777-42b6-85a9-074ac406d2be
NABARD-P2-ARD-2021,ARD-2021-Q012,69338860-69c2-457b-92be-9487faf93144
NABARD-P2-ARD-2021,ARD-2021-Q014,baff7cd4-39b7-4517-aa4d-1f871ecce06e
NABARD-P1-REASONING-2020,REA-2020-Q001,a007a91e-b1dd-4a0d-8026-745ba975b4d2
NABARD-P1-REASONING-2020,REA-2020-Q003,4122dd8d-f1cf-40a6-b3f7-46e17f84d938
NABARD-P1-REASONING-2020,REA-2020-Q005,761951e1-949c-4cd2-8e39-51c41ad3bbd1
NABARD-P1-REASONING-2020,REA-2020-Q007,9bf83b14-28ab-4833-accb-a6fceda336aa
NABARD-P1-REASONING-2020,REA-2020-Q008,e49673e0-8ab8-4517-849c-38395f5c1fa2
NABARD-P1-REASONING-2020,REA-2020-Q010,e4da73f5-efc2-403d-b6c8-694168e5411b
NABARD-P1-REASONING-2020,REA-2020-Q012,30c13cfa-7423-4059-abb4-73064c4c60da
NABARD-P1-REASONING-2020,REA-2020-Q014,d03313d9-01ba-4551-9c57-845815d18c69
NABARD-P1-REASONING-2020,REA-2020-Q016,7b897175-3d75-49fd-987d-0e7f28cfce8e
NABARD-P1-REASONING-2020,REA-2020-Q018,155bca49-8cb0-4646-af07-277fdc150ad6
NABARD-P1-REASONING-2020,REA-2020-Q020,80a2c6e1-6573-4b9f-bec3-ddf0b0dfc793
NABARD-P1-REASONING-2020,REA-2020-Q002,3c6cee47-96b6-494e-bc86-64060a4d3ea2
NABARD-P1-REASONING-2020,REA-2020-Q004,dcd877f5-a586-4ba0-afd4-0e3100bfcb78
NABARD-P1-REASONING-2020,REA-2020-Q006,2bf6c5ef-0b59-4173-a3d3-8b07de3cc805
NABARD-P1-REASONING-2020,REA-2020-Q009,93bd83ff-b9e4-44d7-a309-1665863832f4
NABARD-P1-REASONING-2020,REA-2020-Q011,c8682245-7013-4f4f-9b75-540a1e186463
NABARD-P1-REASONING-2020,REA-2020-Q013,93d72f0d-5615-4a41-ad07-eda062825f18
NABARD-P1-REASONING-2020,REA-2020-Q015,6c6220a5-333e-4688-ac60-2b13abe7906b
NABARD-P1-REASONING-2020,REA-2020-Q017,7e80e8bb-cdef-479f-8366-1bfb2d59f0f7
NABARD-P1-REASONING-2020,REA-2020-Q019,d1252001-46c9-48df-9a2c-278d163e5323
NABARD-P1-REASONING-2021,REA-2021-Q002,6971a72f-d713-401f-ba76-8d5324292b26
NABARD-P1-REASONING-2021,REA-2021-Q004,93dfd0a5-9aab-4d14-acc7-783445ee2d42
NABARD-P1-REASONING-2021,REA-2021-Q006,103253af-51a8-44da-82bd-0473c454f315
NABARD-P1-REASONING-2021,REA-2021-Q008,1a11f632-d2f5-4a06-b0b1-c8b310f14983
NABARD-P1-REASONING-2021,REA-2021-Q010,b9f64bc3-fcee-48b7-a6d6-a005ab9437f8
NABARD-P1-REASONING-2021,REA-2021-Q012,e05ec12c-6d74-4723-b9ed-50783d4fb712
NABARD-P1-REASONING-2021,REA-2021-Q014,3c082f86-bb0d-49a1-a958-157a5fb3dd69
NABARD-P1-REASONING-2021,REA-2021-Q016,ff6b282d-43f6-416a-b364-37e6c2fef95d
NABARD-P1-REASONING-2021,REA-2021-Q001,04ca7e12-2831-4be9-9330-22369a656ac8
NABARD-P1-REASONING-2021,REA-2021-Q003,51e44550-6f2f-46d8-9a63-f7dc31fd1ff3
NABARD-P1-REASONING-2021,REA-2021-Q005,e5d6d5f6-29ed-4712-ab16-80ce76fb9759
NABARD-P1-REASONING-2021,REA-2021-Q007,08233e36-b872-4b02-85bd-83402b78a2bb
NABARD-P1-REASONING-2021,REA-2021-Q009,d81d49b3-faaa-4dd5-90ae-5093c004dcda
NABARD-P1-REASONING-2021,REA-2021-Q011,e469c10f-2cbf-4448-a8a7-3a7c20da521c
NABARD-P1-REASONING-2021,REA-2021-Q013,05ca4862-64ad-4f4a-91ac-3ba28f835837
NABARD-P1-REASONING-2021,REA-2021-Q015,e04edd0b-45a1-4c5b-98d8-d138ada5bdbb
NABARD-P1-REASONING-2021,REA-2021-Q017,539e8fcb-d157-4bd8-9a73-fa87ccd550c5
NABARD-P1-REASONING-2021,REA-2021-Q019,144b3ab9-1dd3-4e0e-9d89-f39f0fb1bf9d
NABARD-P1-REASONING-2021,REA-2021-Q018,45993b7e-2748-4d87-b816-3347eb45e21e
NABARD-P1-REASONING-2021,REA-2021-Q020,538b0a78-06aa-4c64-bf74-f8087556431c
NABARD-P1-REASONING-2023,REA-2023-Q002,d97bb2f1-a71a-4328-b0b0-4e24a335b8ac
NABARD-P1-REASONING-2023,REA-2023-Q004,f5965424-28e4-4b94-8dc6-93e60ad6e048
NABARD-P1-REASONING-2023,REA-2023-Q006,329e426e-f7cf-4afd-99a9-bc0c7377005c
NABARD-P1-REASONING-2023,REA-2023-Q008,5b89d770-413e-4e6e-a491-b442d7fc3b00
NABARD-P1-REASONING-2023,REA-2023-Q010,a6114783-b2a8-44bf-8868-2b4acd065b9d
NABARD-P1-REASONING-2023,REA-2023-Q012,b039e5bc-13b1-4155-8457-71d043cbe291
NABARD-P1-REASONING-2023,REA-2023-Q001,8b95a6d7-7a04-42e8-ae38-c121ffab69a0
NABARD-P1-REASONING-2023,REA-2023-Q003,aec50a66-6abd-45f8-9566-197544e24960
NABARD-P1-REASONING-2023,REA-2023-Q005,ca1f82d3-94e5-4ce1-957f-35f9e5310994
NABARD-P1-REASONING-2023,REA-2023-Q007,16d418e2-b9fd-484e-a576-2e047b041423
NABARD-P1-REASONING-2023,REA-2023-Q009,f78c35f1-7dfd-46a5-9761-8ae1f11b89a2
NABARD-P1-REASONING-2023,REA-2023-Q011,92258c4b-48fe-496c-9696-10f2361188df
NABARD-P1-REASONING-2023,REA-2023-Q013,c0df555a-f4fb-42b5-ab55-0bec00de3870
NABARD-P1-REASONING-2023,REA-2023-Q014,ba5be116-524d-4c6a-b20b-967d71ce617f
NABARD-P1-REASONING-2023,REA-2023-Q016,262e5659-e43a-46d5-aef8-b75511b8a7d9
NABARD-P1-REASONING-2023,REA-2023-Q018,c04d7556-44c7-45ab-b89a-ca7b0cb8c27c
NABARD-P1-REASONING-2023,REA-2023-Q020,e6588ba1-3ce8-4a8f-a30d-5f1ac506de28
NABARD-P1-REASONING-2023,REA-2023-Q015,4ad0d69b-239d-4f14-bb27-117d712dc905
NABARD-P1-REASONING-2023,REA-2023-Q017,100b9f1a-41fe-4083-be93-b8d983e93071
NABARD-P1-REASONING-2023,REA-2023-Q019,fe30b37b-3811-45ff-bcc5-75f12bea881f
NABARD-P1-REASONING-2022-MORNING,REA-2022-Q001,e03907b7-2657-481f-8159-e2fdef4455d4
NABARD-P1-REASONING-2022-MORNING,REA-2022-Q003,587316a3-89b1-4379-9d65-aba00b9a9532
NABARD-P1-REASONING-2022-MORNING,REA-2022-Q005,5f9dfef9-8c4d-4890-87bb-d9745900f101
NABARD-P1-REASONING-2022-MORNING,REA-2022-Q007,3accdfd3-a119-4c64-934b-f0913d2cb9a0
NABARD-P1-REASONING-2022-MORNING,REA-2022-Q009,5fe6fa6b-0e18-4311-b6fe-f450df355058
NABARD-P1-REASONING-2022-MORNING,REA-2022-Q002,efeca6ab-2acb-4103-992a-9f67f50e8eef
NABARD-P1-REASONING-2022-MORNING,REA-2022-Q004,dfb7fae4-be87-462a-be03-ff474db564be
NABARD-P1-REASONING-2022-MORNING,REA-2022-Q006,9345f6d5-a7a2-4dee-a260-b4e32195a723
NABARD-P1-REASONING-2022-MORNING,REA-2022-Q008,c84d3b06-d0c0-4791-a6b4-366755550090
NABARD-P1-REASONING-2022-MORNING,REA-2022-Q010,87eddf69-32bb-4be0-a103-83bb66414139
NABARD-P1-REASONING-2022-MORNING,REA-2022-Q012,3b7faecb-8022-40a6-ac10-04f6f5b13334
NABARD-P1-REASONING-2022-MORNING,REA-2022-Q014,bd6864e6-454a-48fa-a157-5f081acb9e60
NABARD-P1-REASONING-2022-MORNING,REA-2022-Q016,be88568d-e3ae-4ec1-9ae4-786d21b68f70
NABARD-P1-REASONING-2022-MORNING,REA-2022-Q018,bd66db1e-2b1c-4409-8fbc-3fe048b797ce
NABARD-P1-REASONING-2022-MORNING,REA-2022-Q020,a5cec718-94be-408e-8f43-7e9ebf2f2eb0
NABARD-P1-REASONING-2022-MORNING,REA-2022-Q011,903bad90-f9a8-4a92-a049-c6a682627106
NABARD-P1-REASONING-2022-MORNING,REA-2022-Q013,cb224fc8-e4ec-4bdd-bad4-a8256ef43eaf
NABARD-P1-REASONING-2022-MORNING,REA-2022-Q015,db0f8650-f587-4342-803a-e9ef53491f6f
NABARD-P1-REASONING-2022-MORNING,REA-2022-Q017,090e82ae-3952-4395-a8f9-b493f7fbf8b4
NABARD-P1-REASONING-2022-MORNING,REA-2022-Q019,7556f855-4c7e-467b-a1a5-8c56af7faca7
NABARD-P1-REASONING-2022-EVENING,REA-2022-Q001,0f51eb00-cbee-4cf5-b816-69f2a9f3559a
NABARD-P1-REASONING-2022-EVENING,REA-2022-Q003,dfb795be-168b-41b4-a1e8-65a76f468001
NABARD-P1-REASONING-2022-EVENING,REA-2022-Q005,197b89df-93ed-4ca7-aa36-d59ea682ce67
NABARD-P1-REASONING-2022-EVENING,REA-2022-Q007,52911d47-295a-48c1-a95f-b6e91e0fa1ec
NABARD-P1-REASONING-2022-EVENING,REA-2022-Q009,7e476994-fae1-4897-8c65-cbc620840b93
NABARD-P1-REASONING-2022-EVENING,REA-2022-Q011,41f6733e-ef39-4dab-9ee3-3a510b604013
NABARD-P1-REASONING-2022-EVENING,REA-2022-Q013,25209c15-4ce5-41e2-b7e8-287e6fa8a4af
NABARD-P1-REASONING-2022-EVENING,REA-2022-Q015,c999aa6a-65ea-46f0-8045-6c362472bf78
NABARD-P1-REASONING-2022-EVENING,REA-2022-Q017,f5ba5958-4073-4867-8634-71b5bf495919
NABARD-P1-REASONING-2022-EVENING,REA-2022-Q019,0edd8067-e9fa-4ed6-9232-5ef0e8234d4a
NABARD-P1-REASONING-2022-EVENING,REA-2022-Q002,30571ee7-31de-4cfa-9e91-ffdc1f4072a1
NABARD-P1-REASONING-2022-EVENING,REA-2022-Q004,2a073818-1b04-447d-9b9a-842c28ac318b
NABARD-P1-REASONING-2022-EVENING,REA-2022-Q006,479b597e-d919-4dcb-93dc-f439a1761ff1
NABARD-P1-REASONING-2022-EVENING,REA-2022-Q008,f254e7d9-2170-4f45-bf81-963dc6881b63
NABARD-P1-REASONING-2022-EVENING,REA-2022-Q010,45cd6c29-7391-465e-b799-5afecb27b9a2
NABARD-P1-REASONING-2022-EVENING,REA-2022-Q012,eeff30c7-4e53-4391-80bb-f2a3f0217018
NABARD-P1-REASONING-2022-EVENING,REA-2022-Q014,fc7e3a43-f205-4814-8018-4dcff1767fa3
NABARD-P1-REASONING-2022-EVENING,REA-2022-Q016,ac39da36-c6f2-4cdc-a149-2431339464b1
NABARD-P1-REASONING-2022-EVENING,REA-2022-Q018,9c7dc7ec-2345-41d2-8f84-612efa204ec0
NABARD-P1-REASONING-2022-EVENING,REA-2022-Q020,b4ba9cbb-0b4d-4286-8d95-0431da7b8c3e
NABARD-P1-ENGLISH-2022-EVENING,ENG-2022-Q021,95dac32a-42fd-4e8e-9533-7e652a26d58d
NABARD-P1-ENGLISH-2022-EVENING,ENG-2022-Q022,b0fe3895-b482-479a-b504-59b4c0e88e29
NABARD-P1-ENGLISH-2022-EVENING,ENG-2022-Q023,e11f5103-a0ac-45fc-86c8-77f03089c476
NABARD-P1-ENGLISH-2022-EVENING,ENG-2022-Q025,1357225e-13da-44a2-96be-8140af3ced46
NABARD-P1-ENGLISH-2022-EVENING,ENG-2022-Q027,806bb698-6ca5-46e8-a260-d9677e6fc297
NABARD-P1-ENGLISH-2022-EVENING,ENG-2022-Q024,e22a3cb5-71ec-4f72-888e-407fc54b11b7
NABARD-P1-ENGLISH-2022-EVENING,ENG-2022-Q026,10fcd58b-c493-4511-926d-708f20a376db
NABARD-P1-ENGLISH-2022-EVENING,ENG-2022-Q028,ed3a4f6b-3c6b-42e4-811a-58ba46eb8694
NABARD-P1-ENGLISH-2022-EVENING,ENG-2022-Q030,52828f84-2535-44af-908d-841db80b9cfb
NABARD-P1-ENGLISH-2022-EVENING,ENG-2022-Q032,0d8ade26-011f-4aa1-a1e7-807d5179e5ea
NABARD-P1-ENGLISH-2022-EVENING,ENG-2022-Q034,9d0e0ffc-47fc-451c-a2ac-68e7a951facb
NABARD-P1-ENGLISH-2022-EVENING,ENG-2022-Q036,dd1596cf-a450-4908-b9e7-6e4b95c10ecd
NABARD-P1-ENGLISH-2022-EVENING,ENG-2022-Q038,efa25d04-c304-49f9-8230-8574264a7b33
NABARD-P1-ENGLISH-2022-EVENING,ENG-2022-Q029,eabbab83-9701-4be1-9847-5459d773e9c5
NABARD-P1-ENGLISH-2022-EVENING,ENG-2022-Q031,a7b3a867-e6ef-4263-be06-058a96a3cb59
NABARD-P1-ENGLISH-2022-EVENING,ENG-2022-Q033,6b14a443-7c3e-424a-a010-fb40a44624a6
NABARD-P1-ENGLISH-2022-EVENING,ENG-2022-Q035,ae2d96ec-7c9e-4479-92d4-0bf5a651db21
NABARD-P1-ENGLISH-2022-EVENING,ENG-2022-Q037,d5f75662-b12e-46a5-8f6f-059ca9202378
NABARD-P1-ENGLISH-2022-EVENING,ENG-2022-Q039,28c0eff7-012c-45fd-912c-8d7dfc845a41
NABARD-P1-ENGLISH-2022-EVENING,ENG-2022-Q040,3169579b-419f-4e58-9d92-b5726839f2c6
NABARD-P1-ENGLISH-2022-EVENING,ENG-2022-Q042,01fae3b0-dc12-4314-8c73-d11fe007d3af
NABARD-P1-ENGLISH-2022-EVENING,ENG-2022-Q041,77e9c340-afc1-4924-bad7-0dc8a4dc2f96
NABARD-P1-ENGLISH-2022-EVENING,ENG-2022-Q043,e139d073-8085-43b5-ac3d-850f0306ef56
NABARD-P1-ENGLISH-2022-EVENING,ENG-2022-Q044,9253b632-f0c2-4e1a-ad14-58480115cf43
NABARD-P1-ENGLISH-2022-EVENING,ENG-2022-Q045,1f5b716b-d852-4d2b-ab18-c08902faa0c5
NABARD-P1-ENGLISH-2022-EVENING,ENG-2022-Q047,7ee43bfd-ce33-4680-a91b-50773c496885
NABARD-P1-ENGLISH-2022-EVENING,ENG-2022-Q049,71c1ec8c-e260-4ef5-bf53-6d8bdc20c48b
NABARD-P1-ENGLISH-2022-EVENING,ENG-2022-Q046,5f069b54-8f5b-478d-b4d4-e02ed065719b
NABARD-P1-ENGLISH-2022-EVENING,ENG-2022-Q048,17e31832-9c79-4c1b-8a44-0409c9a4f984
NABARD-P1-ENGLISH-2022-EVENING,ENG-2022-Q050,c4e498a0-61d9-40d3-8f7d-5ed7acb2375b
NABARD-P1-ENGLISH-2023,ENG-2023-Q002,d70cefb3-be64-40dc-9c8a-3fb25d68db07
NABARD-P1-ENGLISH-2023,ENG-2023-Q004,31816c48-eee4-4b05-92e1-79f74f7f295f
NABARD-P1-ENGLISH-2023,ENG-2023-Q006,4c91fc54-c5c5-4f2c-9e0b-91a293cd58d4
NABARD-P1-ENGLISH-2023,ENG-2023-Q009,afdd5423-97a4-49d4-b404-ca145fe1ff14
NABARD-P1-ENGLISH-2023,ENG-2023-Q011,a72209ff-eadc-45b5-ae72-593909f69961
NABARD-P1-ENGLISH-2023,ENG-2023-Q013,7c9d54de-3e91-4275-89a1-320b92d63a83
NABARD-P1-ENGLISH-2023,ENG-2023-Q015,abe8bcb0-c553-4f60-9e79-07db3d7e2b07
NABARD-P1-ENGLISH-2023,ENG-2023-Q017,8942174e-a957-4753-b842-70992f775162
NABARD-P1-ENGLISH-2023,ENG-2023-Q008,d948c072-0e0b-4e68-a62d-b2e1223d6a63
NABARD-P1-ENGLISH-2023,ENG-2023-Q010,c8ee9006-0e27-4887-91c3-d6395ef2888e
NABARD-P1-ENGLISH-2023,ENG-2023-Q001,6a74ee19-64d4-46f0-b3fb-099714144baa
NABARD-P1-ENGLISH-2023,ENG-2023-Q003,aa8bf630-95fb-436a-9e60-c19c374ff210
NABARD-P1-ENGLISH-2023,ENG-2023-Q005,cf4ac970-6459-467d-af23-97a7fc844909
NABARD-P1-ENGLISH-2023,ENG-2023-Q007,785909b5-ecb6-4cce-aaeb-8b8978baf166
NABARD-P1-ENGLISH-2023,ENG-2023-Q012,427d4528-ce4d-4d26-b18d-8bd76b891fd7
NABARD-P1-ENGLISH-2023,ENG-2023-Q014,516f42ff-2ad8-4c24-b0dd-a1696dccfc21
NABARD-P1-ENGLISH-2023,ENG-2023-Q016,35adc63f-2abc-4dc8-a172-3731e8962a2b
NABARD-P1-ENGLISH-2023,ENG-2023-Q018,660d42c7-60da-49da-bde0-f49890875576
NABARD-P1-ENGLISH-2023,ENG-2023-Q020,5542f6fb-9094-48cc-bcee-3c5c163cc695
NABARD-P1-ENGLISH-2023,ENG-2023-Q022,9172133c-e8a4-48f5-b760-a9681f0e7175
NABARD-P1-ENGLISH-2023,ENG-2023-Q019,1cc69de2-8a5e-40d5-b83a-e4ef4e6d7511
NABARD-P1-ENGLISH-2023,ENG-2023-Q021,6a8373b5-73f6-4655-b0df-4762ee7646cc
NABARD-P1-ENGLISH-2023,ENG-2023-Q023,240c5db7-6706-446c-9608-50b5437fdab7
NABARD-P1-ENGLISH-2023,ENG-2023-Q025,773a2b87-279c-4d31-9fda-5296acb6933c
NABARD-P1-ENGLISH-2023,ENG-2023-Q027,ef58115a-1c57-42ce-a154-b1e9abf09355
NABARD-P1-ENGLISH-2023,ENG-2023-Q029,8602afcb-11c2-40d7-9a6a-256ea1156321
NABARD-P1-ENGLISH-2023,ENG-2023-Q024,98ba2447-3ce8-4f84-8644-c78624e84482
NABARD-P1-ENGLISH-2023,ENG-2023-Q026,d5a751f1-17a2-4db9-82c4-723a7129d856
NABARD-P1-ENGLISH-2023,ENG-2023-Q028,fee9f6b4-42a9-4495-96a9-150f9d6f4afa
NABARD-P1-ENGLISH-2023,ENG-2023-Q030,67d85cbe-5cb2-4992-86b6-ef6f3bf1c9ef
NABARD-P1-COMPUTER-KNOWLEDGE-2020,CK-2020-Q061,2b7c6ffc-5901-4b27-b34d-03bab70ff422
NABARD-P1-COMPUTER-KNOWLEDGE-2020,CK-2020-Q063,474c288c-f392-42ac-916e-081f8e9ed8e1
NABARD-P1-COMPUTER-KNOWLEDGE-2020,CK-2020-Q065,cb78747e-cdac-4f19-afa2-8a01f792ade9
NABARD-P1-COMPUTER-KNOWLEDGE-2020,CK-2020-Q067,9c4727c0-786c-4e5a-b8f8-aef05dc23ce4
NABARD-P1-COMPUTER-KNOWLEDGE-2020,CK-2020-Q069,97953948-f0f5-4e80-b403-8afacbefaa2d
NABARD-P1-COMPUTER-KNOWLEDGE-2020,CK-2020-Q071,40eee6b3-bbc5-4d20-8ba2-811cb236cc2d
NABARD-P1-COMPUTER-KNOWLEDGE-2020,CK-2020-Q073,78cc24a0-0df3-423b-80de-8698b3f3818f
NABARD-P1-COMPUTER-KNOWLEDGE-2020,CK-2020-Q075,b5d33766-8d48-43d0-9707-abf44bc40f49
NABARD-P1-COMPUTER-KNOWLEDGE-2020,CK-2020-Q077,dbf73801-a320-4a93-ac7a-cb71f4e2e9cb
NABARD-P1-COMPUTER-KNOWLEDGE-2020,CK-2020-Q079,f11ee1ab-a1d6-4c23-a229-0d22f06b1eef
NABARD-P1-COMPUTER-KNOWLEDGE-2020,CK-2020-Q062,fdc7b749-5f44-40e8-865b-1cd15ffe0499
NABARD-P1-COMPUTER-KNOWLEDGE-2020,CK-2020-Q064,733f5596-0b90-4677-b242-90be7577ed0f
NABARD-P1-COMPUTER-KNOWLEDGE-2020,CK-2020-Q066,cf6c6f8f-5579-4415-9b2d-247695c8c9ab
NABARD-P1-COMPUTER-KNOWLEDGE-2020,CK-2020-Q068,5700b0cb-f140-493b-bc22-b107e402e71c
NABARD-P1-COMPUTER-KNOWLEDGE-2020,CK-2020-Q070,90f2de70-49d4-44c5-80da-5a1a38e6ae8e
NABARD-P1-COMPUTER-KNOWLEDGE-2020,CK-2020-Q072,45c15436-44ef-4a28-8d81-b65e63b29038
NABARD-P1-COMPUTER-KNOWLEDGE-2020,CK-2020-Q074,0c245a58-dca6-4c8d-b145-b61e4dc025d8
NABARD-P1-COMPUTER-KNOWLEDGE-2020,CK-2020-Q076,2a4bf166-93e4-44af-a39a-5224cbe29fd4
NABARD-P1-COMPUTER-KNOWLEDGE-2020,CK-2020-Q078,d5628fa6-80ca-41dd-a71d-ca5299e595eb
NABARD-P1-COMPUTER-KNOWLEDGE-2020,CK-2020-Q080,2b6f3d92-5bfa-47dd-a7e7-0c14518bc6c7
NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,CK-2022-Q051,d718218e-710f-41f7-bea9-0c5da3097938
NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,CK-2022-Q053,c578ad99-0bec-4655-9839-320dde1c8660
NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,CK-2022-Q052,89e59338-e6c2-42a5-9bf7-6a136dbfa168
NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,CK-2022-Q054,6de29b3d-6425-4457-8e62-6f456f2d0e74
NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,CK-2022-Q056,1ac35c60-1ee2-4ba5-b44b-61569163bbdc
NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,CK-2022-Q058,be8f20d1-e8ff-4dcc-af99-ee872cf05dfc
NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,CK-2022-Q060,d520c859-478c-48fc-b2ac-8381bb6b34ef
NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,CK-2022-Q062,7c2d85ae-ee40-45db-b6a3-1b8c440d58d5
NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,CK-2022-Q064,c9b6f437-859b-4f38-bb9a-f6dc502c482e
NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,CK-2022-Q066,c7dec9f7-4bf9-4a20-836a-4d9264e5f237
NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,CK-2022-Q055,48f081de-bc5c-42b0-8faf-4ba3418142e3
